"CaseId","ActivityName","StartTimestamp","EndTimestamp","Resource","ResourceType","QueueOrTeam","RiskLevel","DiscrepancyAmount","EvidenceStatus","RecommendedDisposition","FinalDisposition"
"EIR-2026-BULK-021","Case Created","2026-08-10T17:05:49.000Z","","Bradley Law","Human","⚠ High-Risk Fraud Review Queue","▲ High",,"✓ Complete","▲ Create Overpayment Review","▲ Overpayment Review Required"
"EIR-2026-BULK-021","AI Analysis Result Recorded","2026-08-10T18:22:48.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","⚠ High-Risk Fraud Review Queue","▲ High",,"✓ Complete","▲ Create Overpayment Review","▲ Overpayment Review Required"
"EIR-2026-BULK-022","Case Assigned","2026-08-10T17:05:54.000Z","","Bradley Law","Human","◆ Evidence Needed Queue","▲ High",,"◷ In Progress","◷ Request More Information","◷ Insufficient Evidence"
"EIR-2026-BULK-022","Case Created","2026-08-10T17:05:54.000Z","","Bradley Law","Human","◆ Evidence Needed Queue","▲ High",,"◷ In Progress","◷ Request More Information","◷ Insufficient Evidence"
"EIR-2026-BULK-022","AI Analysis Result Recorded","2026-08-10T18:22:49.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","◆ Evidence Needed Queue","▲ High",,"◷ In Progress","◷ Request More Information","◷ Insufficient Evidence"
"EIR-2026-BULK-023","Case Assigned","2026-08-10T17:06:00.000Z","","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium",,"◷ In Progress","◷ Contact Employer","◷ Referred for Further Review"
"EIR-2026-BULK-023","Case Created","2026-08-10T17:06:00.000Z","","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium",,"◷ In Progress","◷ Contact Employer","◷ Referred for Further Review"
"EIR-2026-BULK-023","AI Analysis Result Recorded","2026-08-10T18:22:49.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","ℹ Employer Verification Queue","◷ Medium",,"◷ In Progress","◷ Contact Employer","◷ Referred for Further Review"
"EIR-2026-BULK-024","Case Assigned","2026-08-10T17:06:05.000Z","","Bradley Law","Human","✓ Closed / Monitoring Queue","✓ Low",,"✓ Complete","✓ Close - Corrected Data","◆ Late Reporting Confirmed"
"EIR-2026-BULK-024","Case Created","2026-08-10T17:06:05.000Z","","Bradley Law","Human","✓ Closed / Monitoring Queue","✓ Low",,"✓ Complete","✓ Close - Corrected Data","◆ Late Reporting Confirmed"
"EIR-2026-BULK-024","AI Analysis Result Recorded","2026-08-10T18:22:50.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","✓ Closed / Monitoring Queue","✓ Low",,"✓ Complete","✓ Close - Corrected Data","◆ Late Reporting Confirmed"
"EIR-2026-BULK-025","Case Assigned","2026-08-10T17:06:08.000Z","","Bradley Law","Human","⚠ High-Risk Fraud Review Queue","▲ High",,"✓ Complete","▲ Create Overpayment Review","▲ Overpayment Review Required"
"EIR-2026-BULK-025","Case Created","2026-08-10T17:06:08.000Z","","Bradley Law","Human","⚠ High-Risk Fraud Review Queue","▲ High",,"✓ Complete","▲ Create Overpayment Review","▲ Overpayment Review Required"
"EIR-2026-BULK-025","AI Analysis Result Recorded","2026-08-10T18:22:50.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","⚠ High-Risk Fraud Review Queue","▲ High",,"✓ Complete","▲ Create Overpayment Review","▲ Overpayment Review Required"
"EIR-2026-BULK-026","Evidence Received","2026-07-27T00:00:00.000Z","","Bradley Law","Human","◆ Evidence Needed Queue","▲ High","9200","✓ Verified","",""
"EIR-2026-BULK-026","Case Assigned","2026-08-10T17:06:12.000Z","","Bradley Law","Human","◆ Evidence Needed Queue","▲ High","9200","◷ In Progress","◷ Request More Information","◷ Insufficient Evidence"
"EIR-2026-BULK-026","Case Created","2026-08-10T17:06:12.000Z","","Bradley Law","Human","◆ Evidence Needed Queue","▲ High","9200","◷ In Progress","◷ Request More Information","◷ Insufficient Evidence"
"EIR-2026-BULK-026","Earnings Discrepancy Recorded","2026-08-10T17:07:36.000Z","","Synthetic Wage Feed","Automated Workflow","◆ Evidence Needed Queue","▲ High","9200","","",""
"EIR-2026-BULK-026","Earnings Signal Received","2026-08-10T17:07:36.000Z","","Synthetic Wage Feed","Automated Workflow","◆ Evidence Needed Queue","▲ High","9200","","",""
"EIR-2026-BULK-026","Analyst Finding Drafted","2026-08-10T17:07:37.000Z","","Demo Data Analyst","Human","◆ Evidence Needed Queue","▲ High","9200","","◷ Request More Information",""
"EIR-2026-BULK-026","AI Analysis Result Recorded","2026-08-10T18:22:50.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","◆ Evidence Needed Queue","▲ High","9200","◷ In Progress","◷ Request More Information","◷ Insufficient Evidence"
"EIR-2026-BULK-027","Evidence Received","2026-07-28T00:00:00.000Z","","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium","8750","✓ Verified","",""
"EIR-2026-BULK-027","Case Assigned","2026-08-10T17:06:15.000Z","","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium","8750","◷ In Progress","◷ Contact Employer","◷ Referred for Further Review"
"EIR-2026-BULK-027","Case Created","2026-08-10T17:06:15.000Z","","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium","8750","◷ In Progress","◷ Contact Employer","◷ Referred for Further Review"
"EIR-2026-BULK-027","Earnings Discrepancy Recorded","2026-08-10T17:07:37.000Z","","Synthetic Wage Feed","Automated Workflow","ℹ Employer Verification Queue","◷ Medium","8750","","",""
"EIR-2026-BULK-027","Earnings Signal Received","2026-08-10T17:07:37.000Z","","Synthetic Wage Feed","Automated Workflow","ℹ Employer Verification Queue","◷ Medium","8750","","",""
"EIR-2026-BULK-027","Analyst Finding Drafted","2026-08-10T17:07:38.000Z","","Demo Data Analyst","Human","ℹ Employer Verification Queue","◷ Medium","8750","","◷ Contact Employer",""
"EIR-2026-BULK-027","AI Analysis Result Recorded","2026-08-10T18:22:50.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","ℹ Employer Verification Queue","◷ Medium","8750","◷ In Progress","◷ Contact Employer","◷ Referred for Further Review"
"EIR-2026-BULK-028","Evidence Received","2026-07-29T00:00:00.000Z","","Bradley Law","Human","✓ Closed / Monitoring Queue","✓ Low","3600","✓ Verified","",""
"EIR-2026-BULK-028","Case Assigned","2026-08-10T17:06:18.000Z","","Bradley Law","Human","✓ Closed / Monitoring Queue","✓ Low","3600","✓ Complete","✓ Close - Corrected Data","◆ Late Reporting Confirmed"
"EIR-2026-BULK-028","Case Created","2026-08-10T17:06:18.000Z","","Bradley Law","Human","✓ Closed / Monitoring Queue","✓ Low","3600","✓ Complete","✓ Close - Corrected Data","◆ Late Reporting Confirmed"
"EIR-2026-BULK-028","Earnings Discrepancy Recorded","2026-08-10T17:07:38.000Z","","Synthetic Wage Feed","Automated Workflow","✓ Closed / Monitoring Queue","✓ Low","3600","","",""
"EIR-2026-BULK-028","Earnings Signal Received","2026-08-10T17:07:38.000Z","","Synthetic Wage Feed","Automated Workflow","✓ Closed / Monitoring Queue","✓ Low","3600","","",""
"EIR-2026-BULK-028","Analyst Finding Drafted","2026-08-10T17:07:39.000Z","","Demo Data Analyst","Human","✓ Closed / Monitoring Queue","✓ Low","3600","","✓ Close - Corrected Data",""
"EIR-2026-BULK-028","AI Analysis Result Recorded","2026-08-10T18:22:51.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","✓ Closed / Monitoring Queue","✓ Low","3600","✓ Complete","✓ Close - Corrected Data","◆ Late Reporting Confirmed"
"EIR-2026-BULK-029","Evidence Received","2026-07-30T00:00:00.000Z","","Bradley Law","Human","⚠ High-Risk Fraud Review Queue","▲ High","12400","✓ Verified","",""
"EIR-2026-BULK-029","Case Assigned","2026-08-10T17:06:21.000Z","","Bradley Law","Human","⚠ High-Risk Fraud Review Queue","▲ High","12400","✓ Complete","▲ Create Overpayment Review","▲ Overpayment Review Required"
"EIR-2026-BULK-029","Case Created","2026-08-10T17:06:21.000Z","","Bradley Law","Human","⚠ High-Risk Fraud Review Queue","▲ High","12400","✓ Complete","▲ Create Overpayment Review","▲ Overpayment Review Required"
"EIR-2026-BULK-029","Analyst Finding Drafted","2026-08-10T17:07:39.000Z","","Demo Data Analyst","Human","⚠ High-Risk Fraud Review Queue","▲ High","12400","","▲ Create Overpayment Review",""
"EIR-2026-BULK-029","Earnings Discrepancy Recorded","2026-08-10T17:07:39.000Z","","Synthetic Wage Feed","Automated Workflow","⚠ High-Risk Fraud Review Queue","▲ High","12400","","",""
"EIR-2026-BULK-029","Earnings Signal Received","2026-08-10T17:07:39.000Z","","Synthetic Wage Feed","Automated Workflow","⚠ High-Risk Fraud Review Queue","▲ High","12400","","",""
"EIR-2026-BULK-029","AI Analysis Result Recorded","2026-08-10T18:22:51.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","⚠ High-Risk Fraud Review Queue","▲ High","12400","✓ Complete","▲ Create Overpayment Review","▲ Overpayment Review Required"
"EIR-2026-BULK-030","Evidence Received","2026-07-31T00:00:00.000Z","","Bradley Law","Human","◆ Evidence Needed Queue","▲ High","9200","✓ Verified","",""
"EIR-2026-BULK-030","Case Assigned","2026-08-10T17:06:24.000Z","","Bradley Law","Human","◆ Evidence Needed Queue","▲ High","9200","◷ In Progress","◷ Request More Information","◷ Insufficient Evidence"
"EIR-2026-BULK-030","Case Created","2026-08-10T17:06:24.000Z","","Bradley Law","Human","◆ Evidence Needed Queue","▲ High","9200","◷ In Progress","◷ Request More Information","◷ Insufficient Evidence"
"EIR-2026-BULK-030","Analyst Finding Drafted","2026-08-10T17:07:40.000Z","","Demo Data Analyst","Human","◆ Evidence Needed Queue","▲ High","9200","","◷ Request More Information",""
"EIR-2026-BULK-030","Earnings Discrepancy Recorded","2026-08-10T17:07:40.000Z","","Synthetic Wage Feed","Automated Workflow","◆ Evidence Needed Queue","▲ High","9200","","",""
"EIR-2026-BULK-030","Earnings Signal Received","2026-08-10T17:07:40.000Z","","Synthetic Wage Feed","Automated Workflow","◆ Evidence Needed Queue","▲ High","9200","","",""
"EIR-2026-BULK-030","AI Analysis Result Recorded","2026-08-10T18:22:51.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","◆ Evidence Needed Queue","▲ High","9200","◷ In Progress","◷ Request More Information","◷ Insufficient Evidence"
"EIR-2026-BULK-031","Evidence Received","2026-08-01T00:00:00.000Z","","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium","8750","✓ Verified","",""
"EIR-2026-BULK-031","Case Assigned","2026-08-10T17:06:27.000Z","","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium","8750","◷ In Progress","◷ Contact Employer","◷ Referred for Further Review"
"EIR-2026-BULK-031","Case Created","2026-08-10T17:06:27.000Z","","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium","8750","◷ In Progress","◷ Contact Employer","◷ Referred for Further Review"
"EIR-2026-BULK-031","Earnings Discrepancy Recorded","2026-08-10T17:07:40.000Z","","Synthetic Wage Feed","Automated Workflow","ℹ Employer Verification Queue","◷ Medium","8750","","",""
"EIR-2026-BULK-031","Earnings Signal Received","2026-08-10T17:07:40.000Z","","Synthetic Wage Feed","Automated Workflow","ℹ Employer Verification Queue","◷ Medium","8750","","",""
"EIR-2026-BULK-031","Analyst Finding Drafted","2026-08-10T17:07:41.000Z","","Demo Data Analyst","Human","ℹ Employer Verification Queue","◷ Medium","8750","","◷ Contact Employer",""
"EIR-2026-BULK-031","AI Analysis Result Recorded","2026-08-10T18:22:52.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","ℹ Employer Verification Queue","◷ Medium","8750","◷ In Progress","◷ Contact Employer","◷ Referred for Further Review"
"EIR-2026-BULK-031","Risk Triage Work Item Scheduled","2026-09-06T17:00:00.000Z","2026-09-08T01:00:00.000Z","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium","8750","","",""
"EIR-2026-BULK-031","Evidence Review Work Item Scheduled","2026-09-08T17:00:00.000Z","2026-09-10T01:00:00.000Z","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium","8750","","",""
"EIR-2026-BULK-031","Disposition Work Item Scheduled","2026-09-10T17:00:00.000Z","2026-09-12T01:00:00.000Z","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium","8750","","",""
"EIR-2026-BULK-032","Evidence Received","2026-08-02T00:00:00.000Z","","Bradley Law","Human","✓ Closed / Monitoring Queue","✓ Low","3600","✓ Verified","",""
"EIR-2026-BULK-032","Case Assigned","2026-08-10T17:06:31.000Z","","Bradley Law","Human","✓ Closed / Monitoring Queue","✓ Low","3600","✓ Complete","✓ Close - Corrected Data","◆ Late Reporting Confirmed"
"EIR-2026-BULK-032","Case Created","2026-08-10T17:06:31.000Z","","Bradley Law","Human","✓ Closed / Monitoring Queue","✓ Low","3600","✓ Complete","✓ Close - Corrected Data","◆ Late Reporting Confirmed"
"EIR-2026-BULK-032","Analyst Finding Drafted","2026-08-10T17:07:41.000Z","","Demo Data Analyst","Human","✓ Closed / Monitoring Queue","✓ Low","3600","","✓ Close - Corrected Data",""
"EIR-2026-BULK-032","Earnings Discrepancy Recorded","2026-08-10T17:07:41.000Z","","Synthetic Wage Feed","Automated Workflow","✓ Closed / Monitoring Queue","✓ Low","3600","","",""
"EIR-2026-BULK-032","Earnings Signal Received","2026-08-10T17:07:41.000Z","","Synthetic Wage Feed","Automated Workflow","✓ Closed / Monitoring Queue","✓ Low","3600","","",""
"EIR-2026-BULK-032","AI Analysis Result Recorded","2026-08-10T18:22:52.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","✓ Closed / Monitoring Queue","✓ Low","3600","✓ Complete","✓ Close - Corrected Data","◆ Late Reporting Confirmed"
"EIR-2026-BULK-032","Risk Triage Work Item Scheduled","2026-09-06T17:00:00.000Z","2026-09-08T01:00:00.000Z","Bradley Law","Human","✓ Closed / Monitoring Queue","✓ Low","3600","","",""
"EIR-2026-BULK-032","Evidence Review Work Item Scheduled","2026-09-08T17:00:00.000Z","2026-09-10T01:00:00.000Z","Bradley Law","Human","✓ Closed / Monitoring Queue","✓ Low","3600","","",""
"EIR-2026-BULK-032","Disposition Work Item Scheduled","2026-09-10T17:00:00.000Z","2026-09-12T01:00:00.000Z","Bradley Law","Human","✓ Closed / Monitoring Queue","✓ Low","3600","","",""
"EIR-2026-BULK-033","Evidence Received","2026-08-03T00:00:00.000Z","","Bradley Law","Human","⚠ High-Risk Fraud Review Queue","▲ High","12400","✓ Verified","",""
"EIR-2026-BULK-033","Case Assigned","2026-08-10T17:06:34.000Z","","Bradley Law","Human","⚠ High-Risk Fraud Review Queue","▲ High","12400","✓ Complete","▲ Create Overpayment Review","▲ Overpayment Review Required"
"EIR-2026-BULK-033","Case Created","2026-08-10T17:06:34.000Z","","Bradley Law","Human","⚠ High-Risk Fraud Review Queue","▲ High","12400","✓ Complete","▲ Create Overpayment Review","▲ Overpayment Review Required"
"EIR-2026-BULK-033","Analyst Finding Drafted","2026-08-10T17:07:42.000Z","","Demo Data Analyst","Human","⚠ High-Risk Fraud Review Queue","▲ High","12400","","▲ Create Overpayment Review",""
"EIR-2026-BULK-033","Earnings Discrepancy Recorded","2026-08-10T17:07:42.000Z","","Synthetic Wage Feed","Automated Workflow","⚠ High-Risk Fraud Review Queue","▲ High","12400","","",""
"EIR-2026-BULK-033","Earnings Signal Received","2026-08-10T17:07:42.000Z","","Synthetic Wage Feed","Automated Workflow","⚠ High-Risk Fraud Review Queue","▲ High","12400","","",""
"EIR-2026-BULK-033","AI Analysis Result Recorded","2026-08-10T18:22:53.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","⚠ High-Risk Fraud Review Queue","▲ High","12400","✓ Complete","▲ Create Overpayment Review","▲ Overpayment Review Required"
"EIR-2026-BULK-033","Risk Triage Work Item Scheduled","2026-09-06T17:00:00.000Z","2026-09-08T01:00:00.000Z","Bradley Law","Human","⚠ High-Risk Fraud Review Queue","▲ High","12400","","",""
"EIR-2026-BULK-033","Evidence Review Work Item Scheduled","2026-09-08T17:00:00.000Z","2026-09-10T01:00:00.000Z","Bradley Law","Human","⚠ High-Risk Fraud Review Queue","▲ High","12400","","",""
"EIR-2026-BULK-033","Disposition Work Item Scheduled","2026-09-10T17:00:00.000Z","2026-09-12T01:00:00.000Z","Bradley Law","Human","⚠ High-Risk Fraud Review Queue","▲ High","12400","","",""
"EIR-2026-BULK-034","Evidence Received","2026-08-04T00:00:00.000Z","","Bradley Law","Human","◆ Evidence Needed Queue","▲ High","9200","✓ Verified","",""
"EIR-2026-BULK-034","Case Assigned","2026-08-10T17:06:37.000Z","","Bradley Law","Human","◆ Evidence Needed Queue","▲ High","9200","◷ In Progress","◷ Request More Information","◷ Insufficient Evidence"
"EIR-2026-BULK-034","Case Created","2026-08-10T17:06:37.000Z","","Bradley Law","Human","◆ Evidence Needed Queue","▲ High","9200","◷ In Progress","◷ Request More Information","◷ Insufficient Evidence"
"EIR-2026-BULK-034","Analyst Finding Drafted","2026-08-10T17:07:43.000Z","","Demo Data Analyst","Human","◆ Evidence Needed Queue","▲ High","9200","","◷ Request More Information",""
"EIR-2026-BULK-034","Earnings Discrepancy Recorded","2026-08-10T17:07:43.000Z","","Synthetic Wage Feed","Automated Workflow","◆ Evidence Needed Queue","▲ High","9200","","",""
"EIR-2026-BULK-034","Earnings Signal Received","2026-08-10T17:07:43.000Z","","Synthetic Wage Feed","Automated Workflow","◆ Evidence Needed Queue","▲ High","9200","","",""
"EIR-2026-BULK-034","AI Analysis Result Recorded","2026-08-10T18:22:53.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","◆ Evidence Needed Queue","▲ High","9200","◷ In Progress","◷ Request More Information","◷ Insufficient Evidence"
"EIR-2026-BULK-034","Risk Triage Work Item Scheduled","2026-09-06T17:00:00.000Z","2026-09-08T01:00:00.000Z","Bradley Law","Human","◆ Evidence Needed Queue","▲ High","9200","","",""
"EIR-2026-BULK-034","Evidence Review Work Item Scheduled","2026-09-08T17:00:00.000Z","2026-09-10T01:00:00.000Z","Bradley Law","Human","◆ Evidence Needed Queue","▲ High","9200","","",""
"EIR-2026-BULK-034","Disposition Work Item Scheduled","2026-09-10T17:00:00.000Z","2026-09-12T01:00:00.000Z","Bradley Law","Human","◆ Evidence Needed Queue","▲ High","9200","","",""
"EIR-2026-BULK-035","Evidence Received","2026-08-05T00:00:00.000Z","","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium","8750","✓ Verified","",""
"EIR-2026-BULK-035","Case Assigned","2026-08-10T17:06:40.000Z","","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium","8750","◷ In Progress","◷ Contact Employer","◷ Referred for Further Review"
"EIR-2026-BULK-035","Case Created","2026-08-10T17:06:40.000Z","","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium","8750","◷ In Progress","◷ Contact Employer","◷ Referred for Further Review"
"EIR-2026-BULK-035","Earnings Discrepancy Recorded","2026-08-10T17:07:43.000Z","","Synthetic Wage Feed","Automated Workflow","ℹ Employer Verification Queue","◷ Medium","8750","","",""
"EIR-2026-BULK-035","Earnings Signal Received","2026-08-10T17:07:43.000Z","","Synthetic Wage Feed","Automated Workflow","ℹ Employer Verification Queue","◷ Medium","8750","","",""
"EIR-2026-BULK-035","Analyst Finding Drafted","2026-08-10T17:07:44.000Z","","Demo Data Analyst","Human","ℹ Employer Verification Queue","◷ Medium","8750","","◷ Contact Employer",""
"EIR-2026-BULK-035","AI Analysis Result Recorded","2026-08-10T18:22:53.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","ℹ Employer Verification Queue","◷ Medium","8750","◷ In Progress","◷ Contact Employer","◷ Referred for Further Review"
"EIR-2026-BULK-035","Risk Triage Work Item Scheduled","2026-09-06T17:00:00.000Z","2026-09-08T01:00:00.000Z","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium","8750","","",""
"EIR-2026-BULK-035","Evidence Review Work Item Scheduled","2026-09-08T17:00:00.000Z","2026-09-10T01:00:00.000Z","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium","8750","","",""
"EIR-2026-BULK-035","Disposition Work Item Scheduled","2026-09-10T17:00:00.000Z","2026-09-12T01:00:00.000Z","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium","8750","","",""
"EIR-2026-BULK-036","Evidence Received","2026-08-06T00:00:00.000Z","","Bradley Law","Human","✓ Closed / Monitoring Queue","✓ Low","3600","✓ Verified","",""
"EIR-2026-BULK-036","Case Assigned","2026-08-10T17:06:44.000Z","","Bradley Law","Human","✓ Closed / Monitoring Queue","✓ Low","3600","✓ Complete","✓ Close - Corrected Data","◆ Late Reporting Confirmed"
"EIR-2026-BULK-036","Case Created","2026-08-10T17:06:44.000Z","","Bradley Law","Human","✓ Closed / Monitoring Queue","✓ Low","3600","✓ Complete","✓ Close - Corrected Data","◆ Late Reporting Confirmed"
"EIR-2026-BULK-036","Analyst Finding Drafted","2026-08-10T17:07:44.000Z","","Demo Data Analyst","Human","✓ Closed / Monitoring Queue","✓ Low","3600","","✓ Close - Corrected Data",""
"EIR-2026-BULK-036","Earnings Discrepancy Recorded","2026-08-10T17:07:44.000Z","","Synthetic Wage Feed","Automated Workflow","✓ Closed / Monitoring Queue","✓ Low","3600","","",""
"EIR-2026-BULK-036","Earnings Signal Received","2026-08-10T17:07:44.000Z","","Synthetic Wage Feed","Automated Workflow","✓ Closed / Monitoring Queue","✓ Low","3600","","",""
"EIR-2026-BULK-036","AI Analysis Result Recorded","2026-08-10T18:22:53.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","✓ Closed / Monitoring Queue","✓ Low","3600","✓ Complete","✓ Close - Corrected Data","◆ Late Reporting Confirmed"
"EIR-2026-BULK-036","Risk Triage Work Item Scheduled","2026-08-30T17:00:00.000Z","2026-09-01T01:00:00.000Z","Bradley Law","Human","✓ Closed / Monitoring Queue","✓ Low","3600","","",""
"EIR-2026-BULK-036","Evidence Review Work Item Scheduled","2026-09-01T17:00:00.000Z","2026-09-03T01:00:00.000Z","Bradley Law","Human","✓ Closed / Monitoring Queue","✓ Low","3600","","",""
"EIR-2026-BULK-036","Disposition Work Item Scheduled","2026-09-03T17:00:00.000Z","2026-09-05T01:00:00.000Z","Bradley Law","Human","✓ Closed / Monitoring Queue","✓ Low","3600","","",""
"EIR-2026-BULK-037","Evidence Received","2026-08-07T00:00:00.000Z","","Bradley Law","Human","⚠ High-Risk Fraud Review Queue","▲ High","12400","✓ Verified","",""
"EIR-2026-BULK-037","Case Assigned","2026-08-10T17:06:47.000Z","","Bradley Law","Human","⚠ High-Risk Fraud Review Queue","▲ High","12400","✓ Complete","▲ Create Overpayment Review","▲ Overpayment Review Required"
"EIR-2026-BULK-037","Case Created","2026-08-10T17:06:47.000Z","","Bradley Law","Human","⚠ High-Risk Fraud Review Queue","▲ High","12400","✓ Complete","▲ Create Overpayment Review","▲ Overpayment Review Required"
"EIR-2026-BULK-037","Analyst Finding Drafted","2026-08-10T17:07:45.000Z","","Demo Data Analyst","Human","⚠ High-Risk Fraud Review Queue","▲ High","12400","","▲ Create Overpayment Review",""
"EIR-2026-BULK-037","Earnings Discrepancy Recorded","2026-08-10T17:07:45.000Z","","Synthetic Wage Feed","Automated Workflow","⚠ High-Risk Fraud Review Queue","▲ High","12400","","",""
"EIR-2026-BULK-037","Earnings Signal Received","2026-08-10T17:07:45.000Z","","Synthetic Wage Feed","Automated Workflow","⚠ High-Risk Fraud Review Queue","▲ High","12400","","",""
"EIR-2026-BULK-037","AI Analysis Result Recorded","2026-08-10T18:22:54.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","⚠ High-Risk Fraud Review Queue","▲ High","12400","✓ Complete","▲ Create Overpayment Review","▲ Overpayment Review Required"
"EIR-2026-BULK-037","Risk Triage Work Item Scheduled","2026-08-30T17:00:00.000Z","2026-09-01T01:00:00.000Z","Bradley Law","Human","⚠ High-Risk Fraud Review Queue","▲ High","12400","","",""
"EIR-2026-BULK-037","Evidence Review Work Item Scheduled","2026-09-01T17:00:00.000Z","2026-09-03T01:00:00.000Z","Bradley Law","Human","⚠ High-Risk Fraud Review Queue","▲ High","12400","","",""
"EIR-2026-BULK-037","Disposition Work Item Scheduled","2026-09-03T17:00:00.000Z","2026-09-05T01:00:00.000Z","Bradley Law","Human","⚠ High-Risk Fraud Review Queue","▲ High","12400","","",""
"EIR-2026-BULK-038","Evidence Received","2026-08-08T00:00:00.000Z","","Bradley Law","Human","◆ Evidence Needed Queue","▲ High","9200","✓ Verified","",""
"EIR-2026-BULK-038","Case Assigned","2026-08-10T17:06:50.000Z","","Bradley Law","Human","◆ Evidence Needed Queue","▲ High","9200","◷ In Progress","◷ Request More Information","◷ Insufficient Evidence"
"EIR-2026-BULK-038","Case Created","2026-08-10T17:06:50.000Z","","Bradley Law","Human","◆ Evidence Needed Queue","▲ High","9200","◷ In Progress","◷ Request More Information","◷ Insufficient Evidence"
"EIR-2026-BULK-038","Earnings Discrepancy Recorded","2026-08-10T17:07:45.000Z","","Synthetic Wage Feed","Automated Workflow","◆ Evidence Needed Queue","▲ High","9200","","",""
"EIR-2026-BULK-038","Earnings Signal Received","2026-08-10T17:07:45.000Z","","Synthetic Wage Feed","Automated Workflow","◆ Evidence Needed Queue","▲ High","9200","","",""
"EIR-2026-BULK-038","Analyst Finding Drafted","2026-08-10T17:07:46.000Z","","Demo Data Analyst","Human","◆ Evidence Needed Queue","▲ High","9200","","◷ Request More Information",""
"EIR-2026-BULK-038","AI Analysis Result Recorded","2026-08-10T18:22:54.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","◆ Evidence Needed Queue","▲ High","9200","◷ In Progress","◷ Request More Information","◷ Insufficient Evidence"
"EIR-2026-BULK-038","Risk Triage Work Item Scheduled","2026-08-30T17:00:00.000Z","2026-09-01T01:00:00.000Z","Bradley Law","Human","◆ Evidence Needed Queue","▲ High","9200","","",""
"EIR-2026-BULK-038","Evidence Review Work Item Scheduled","2026-09-01T17:00:00.000Z","2026-09-03T01:00:00.000Z","Bradley Law","Human","◆ Evidence Needed Queue","▲ High","9200","","",""
"EIR-2026-BULK-038","Disposition Work Item Scheduled","2026-09-03T17:00:00.000Z","2026-09-05T01:00:00.000Z","Bradley Law","Human","◆ Evidence Needed Queue","▲ High","9200","","",""
"EIR-2026-BULK-039","Evidence Received","2026-08-09T00:00:00.000Z","","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium","8750","✓ Verified","",""
"EIR-2026-BULK-039","Case Assigned","2026-08-10T17:06:53.000Z","","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium","8750","◷ In Progress","◷ Contact Employer","◷ Referred for Further Review"
"EIR-2026-BULK-039","Case Created","2026-08-10T17:06:53.000Z","","Bradley Law","Human","ℹ Employer Verification Queue","◷ Medium","8750","◷ In Progress","◷ Contact Employer","◷ Referred for Further Review"
"EIR-2026-BULK-039","Earnings Discrepancy Recorded","2026-08-10T17:07:46.000Z","","Synthetic Wage Feed","Automated Workflow","ℹ Employer Verification Queue","◷ Medium","8750","","",""
"EIR-2026-BULK-039","Earnings Signal Received","2026-08-10T17:07:46.000Z","","Synthetic Wage Feed","Automated Workflow","ℹ Employer Verification Queue","◷ Medium","8750","","",""
"EIR-2026-BULK-039","Analyst Finding Drafted","2026-08-10T17:07:47.000Z","","Demo Data Analyst","Human","ℹ Employer Verification Queue","◷ Medium","8750","","◷ Contact Employer",""
"EIR-2026-BULK-039","AI Analysis Result Recorded","2026-08-10T18:22:54.000Z","","Seeded Demo Analysis Workflow","Automated Workflow","ℹ Employer Verification Queue","◷ Medium","8750","◷ In Progress","◷ Contact Employer","◷ Referred for Further Review"
