"IssueType","Severity","CaseId","ActivityName","Timestamp","Details","RecordCount","Recommendation"
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-031","","2026-08-10T17:07:40.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-032","","2026-08-10T17:06:31.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-032","","2026-08-10T17:07:41.000Z","3 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","3","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-033","","2026-08-10T17:06:34.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-033","","2026-08-10T17:07:42.000Z","3 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","3","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-034","","2026-08-10T17:06:37.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-034","","2026-08-10T17:07:43.000Z","3 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","3","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-035","","2026-08-10T17:06:40.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-035","","2026-08-10T17:07:43.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-036","","2026-08-10T17:06:44.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-036","","2026-08-10T17:07:44.000Z","3 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","3","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-037","","2026-08-10T17:06:47.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-037","","2026-08-10T17:07:45.000Z","3 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","3","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-038","","2026-08-10T17:06:50.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-038","","2026-08-10T17:07:45.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-039","","2026-08-10T17:06:53.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-039","","2026-08-10T17:07:46.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-040","","2026-08-10T17:06:56.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-040","","2026-08-10T17:07:47.000Z","3 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","3","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-041","","2026-08-10T17:07:00.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-041","","2026-08-10T17:07:48.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-042","","2026-08-10T17:07:03.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-042","","2026-08-10T17:07:49.000Z","3 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","3","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-043","","2026-08-10T17:07:07.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-043","","2026-08-10T17:07:50.000Z","3 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","3","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-044","","2026-08-10T17:07:11.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-044","","2026-08-10T17:07:50.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-045","","2026-08-10T17:07:14.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-045","","2026-08-10T17:07:51.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-046","","2026-08-10T17:07:17.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-046","","2026-08-10T17:07:52.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-047","","2026-08-10T17:07:21.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-047","","2026-08-10T17:07:53.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-048","","2026-08-10T17:07:24.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-048","","2026-08-10T17:07:54.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-049","","2026-08-10T17:07:29.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-049","","2026-08-10T17:07:55.000Z","3 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","3","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-050","","2026-08-10T17:07:32.000Z","2 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","2","Add an event sequence number or higher precision event timestamp."
"IdenticalTimestampSequenceUncertain","Medium","EIR-2026-BULK-050","","2026-08-10T17:07:56.000Z","3 events share an identical timestamp; source data does not establish a reliable within-timestamp order.","3","Add an event sequence number or higher precision event timestamp."
"InferredEvent","Medium","EIR-2025-0033","AI Analysis Result Recorded","2026-08-10T17:03:35.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2025-0041","AI Analysis Result Recorded","2026-08-10T16:51:04.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2025-0052","AI Analysis Result Recorded","2026-08-04T19:24:07.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2025-0067","AI Analysis Result Recorded","2026-08-04T19:24:07.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-001","AI Analysis Result Recorded","2026-08-10T18:22:42.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-002","AI Analysis Result Recorded","2026-08-10T18:22:43.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-003","AI Analysis Result Recorded","2026-08-10T18:22:43.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-004","AI Analysis Result Recorded","2026-08-10T18:22:43.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-005","AI Analysis Result Recorded","2026-08-10T18:22:44.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-006","AI Analysis Result Recorded","2026-08-10T18:22:44.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-007","AI Analysis Result Recorded","2026-08-10T18:22:44.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-008","AI Analysis Result Recorded","2026-08-10T18:22:44.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-009","AI Analysis Result Recorded","2026-08-10T18:22:45.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-010","AI Analysis Result Recorded","2026-08-10T18:22:45.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-011","AI Analysis Result Recorded","2026-08-10T18:22:45.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-012","AI Analysis Result Recorded","2026-08-10T18:22:46.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-013","AI Analysis Result Recorded","2026-08-10T18:22:46.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-014","AI Analysis Result Recorded","2026-08-10T18:22:46.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-015","AI Analysis Result Recorded","2026-08-10T18:22:46.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-016","AI Analysis Result Recorded","2026-08-10T18:22:47.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-017","AI Analysis Result Recorded","2026-08-10T18:22:47.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-018","AI Analysis Result Recorded","2026-08-10T18:22:47.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-019","AI Analysis Result Recorded","2026-08-10T18:22:48.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-020","AI Analysis Result Recorded","2026-08-10T18:22:48.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-021","AI Analysis Result Recorded","2026-08-10T18:22:48.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-022","AI Analysis Result Recorded","2026-08-10T18:22:49.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-023","AI Analysis Result Recorded","2026-08-10T18:22:49.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-024","AI Analysis Result Recorded","2026-08-10T18:22:50.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-025","AI Analysis Result Recorded","2026-08-10T18:22:50.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-026","AI Analysis Result Recorded","2026-08-10T18:22:50.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-027","AI Analysis Result Recorded","2026-08-10T18:22:50.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-028","AI Analysis Result Recorded","2026-08-10T18:22:51.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-029","AI Analysis Result Recorded","2026-08-10T18:22:51.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-030","AI Analysis Result Recorded","2026-08-10T18:22:51.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-031","AI Analysis Result Recorded","2026-08-10T18:22:52.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-032","AI Analysis Result Recorded","2026-08-10T18:22:52.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-033","AI Analysis Result Recorded","2026-08-10T18:22:53.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-034","AI Analysis Result Recorded","2026-08-10T18:22:53.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-035","AI Analysis Result Recorded","2026-08-10T18:22:53.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-036","AI Analysis Result Recorded","2026-08-10T18:22:53.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-037","AI Analysis Result Recorded","2026-08-10T18:22:54.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-038","AI Analysis Result Recorded","2026-08-10T18:22:54.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-039","AI Analysis Result Recorded","2026-08-10T18:22:54.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-040","AI Analysis Result Recorded","2026-08-10T18:22:55.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-041","AI Analysis Result Recorded","2026-08-10T18:22:55.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-042","AI Analysis Result Recorded","2026-08-10T18:22:55.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-043","AI Analysis Result Recorded","2026-08-10T18:22:55.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-044","AI Analysis Result Recorded","2026-08-10T18:22:56.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-045","AI Analysis Result Recorded","2026-08-10T18:22:56.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-046","AI Analysis Result Recorded","2026-08-10T18:22:56.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-047","AI Analysis Result Recorded","2026-08-10T18:22:57.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-048","AI Analysis Result Recorded","2026-08-10T18:22:57.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-049","AI Analysis Result Recorded","2026-08-11T18:38:17.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
"InferredEvent","Medium","EIR-2026-BULK-050","AI Analysis Result Recorded","2026-08-10T18:22:58.000Z","Event is derived from current state and AI summary fields and incident.modifiedon; no dated transition or audit detail exists.","1","Enable Dataverse auditing or create an immutable process-event table."
